JD,X,Y,Z,VX,VY,VZ
2460916.10000000,-5.4007279605096781e-01,-2.5600901582160307e+00,2.0075795927919224e-01,-1.3735645768482078e-02,3.3992041826256640e-02,-1.5742145349392008e-03
2460916.20000000,-5.4144631634606577e-01,-2.5566907441567732e+00,2.0060052137498355e-01,-1.3734758603356205e-02,3.3996239283009239e-02,-1.5745436239633669e-03
2460916.30000000,-5.4281974765061691e-01,-2.5532909099151562e+00,2.0044305051814235e-01,-1.3733866080695682e-02,3.4000445793682915e-02,-1.5748736027435862e-03
2460916.40000000,-5.4419308944021572e-01,-2.5498906545529829e+00,2.0028554661807443e-01,-1.3732968171616615e-02,3.4004661381096410e-02,-1.5752044743254714e-03
2460916.50000000,-5.4556634116837444e-01,-2.5464899771772713e+00,2.0012800958608032e-01,-1.3732064847086186e-02,3.4008886068046300e-02,-1.5755362417609212e-03
2460916.60000000,-5.4693950229208965e-01,-2.5430888768769266e+00,1.9997043933242167e-01,-1.3731156077905149e-02,3.4013119877385069e-02,-1.5758689081142860e-03
2460916.70000000,-5.4831257226542929e-01,-2.5396873527385662e+00,1.9981283576705289e-01,-1.3730241834711073e-02,3.4017362832001137e-02,-1.5762024764608615e-03
2460916.80000000,-5.4968555053312396e-01,-2.5362854038623563e+00,1.9965519880035457e-01,-1.3729322087981737e-02,3.4021614954798836e-02,-1.5765369498853563e-03
2460916.90000000,-5.5105843655612319e-01,-2.5328830292986488e+00,1.9949752834019588e-01,-1.3728396808017055e-02,3.4025876268777268e-02,-1.5768723314881488e-03
2460917.00000000,-5.5243122977321890e-01,-2.5294802281430173e+00,1.9933982429633787e-01,-1.3727465964963855e-02,3.4030146796911215e-02,-1.5772086243759735e-03
2460917.10000000,-5.5380392962660241e-01,-2.5260769994728962e+00,1.9918208657749606e-01,-1.3726529528797871e-02,3.4034426562229950e-02,-1.5775458316681684e-03
2460917.20000000,-5.5517653555545432e-01,-2.5226733423634120e+00,1.9902431509207377e-01,-1.3725587469327075e-02,3.4038715587797148e-02,-1.5778839564951472e-03
2460917.30000000,-5.5654904698953633e-01,-2.5192692559032399e+00,1.9886650974889522e-01,-1.3724639756195181e-02,3.4043013896690476e-02,-1.5782230019968440e-03
2460917.40000000,-5.5792146337473936e-01,-2.5158647391311848e+00,1.9870867045426571e-01,-1.3723686358863035e-02,3.4047321512081404e-02,-1.5785629713290573e-03
2460917.50000000,-5.5929378413471842e-01,-2.5124597911312918e+00,1.9855079711637891e-01,-1.3722727246634158e-02,3.4051638457114702e-02,-1.5789038676540022e-03
2460917.60000000,-5.6066600869644201e-01,-2.5090544109694362e+00,1.9839288964237695e-01,-1.3721762388636181e-02,3.4055964754988149e-02,-1.5792456941466481e-03
2460917.70000000,-5.6203813648378242e-01,-2.5056485977091727e+00,1.9823494793908389e-01,-1.3720791753824301e-02,3.4060300428932121e-02,-1.5795884539931645e-03
2460917.80000000,-5.6341016691110968e-01,-2.5022423504275961e+00,1.9807697191374016e-01,-1.3719815310984883e-02,3.4064645502189010e-02,-1.5799321503893440e-03
2460917.90000000,-5.6478209940883073e-01,-2.4988356681518828e+00,1.9791896147105911e-01,-1.3718833028716314e-02,3.4068999998093832e-02,-1.5802767865470335e-03
2460918.00000000,-5.6615393338503672e-01,-2.4954285499544659e+00,1.9776091651763938e-01,-1.3717844875455302e-02,3.4073363939952403e-02,-1.5806223656845532e-03
2460918.10000000,-5.6752566825104278e-01,-2.4920209948895820e+00,1.9760283695902156e-01,-1.3716850819457765e-02,3.4077737351121851e-02,-1.5809688910331211e-03
2460918.20000000,-5.6889730341498068e-01,-2.4886130020091315e+00,1.9744472270042238e-01,-1.3715850828802414e-02,3.4082120254990023e-02,-1.5813163658352750e-03
2460918.30000000,-5.7026883827539465e-01,-2.4852045703785466e+00,1.9728657364747054e-01,-1.3714844871394452e-02,3.4086512674954585e-02,-1.5816647933432739e-03
2460918.40000000,-5.7164027224676961e-01,-2.4817956990132988e+00,1.9712838970325916e-01,-1.3713832914945857e-02,3.4090914634504497e-02,-1.5820141768256146e-03
2460918.50000000,-5.7301160472119406e-01,-2.4783863869741296e+00,1.9697017077276366e-01,-1.3712814927002501e-02,3.4095326157096831e-02,-1.5823645195573196e-03
2460918.60000000,-5.7438283509388799e-01,-2.4749766333035588e+00,1.9681191675989468e-01,-1.3711790874924462e-02,3.4099747266238163e-02,-1.5827158248264452e-03
2460918.70000000,-5.7575396275679780e-01,-2.4715664370417549e+00,1.9665362756823368e-01,-1.3710760725889700e-02,3.4104177985463682e-02,-1.5830680959324833e-03
2460918.80000000,-5.7712498709219540e-01,-2.4681557972424173e+00,1.9649530310176883e-01,-1.3709724446897911e-02,3.4108618338316042e-02,-1.5834213361847378e-03
2460918.90000000,-5.7849590749819546e-01,-2.4647447129092348e+00,1.9633694326194481e-01,-1.3708682004750204e-02,3.4113068348427707e-02,-1.5837755489089284e-03
2460919.00000000,-5.7986672335043077e-01,-2.4613331830911851e+00,1.9617854795208517e-01,-1.3707633366077046e-02,3.4117528039396404e-02,-1.5841307374373451e-03
2460919.10000000,-5.8123743402757255e-01,-2.4579212068189999e+00,1.9602011707444236e-01,-1.3706578497317995e-02,3.4121997434867317e-02,-1.5844869051154428e-03
2460919.20000000,-5.8260803890492652e-01,-2.4545087831210459e+00,1.9586165053093360e-01,-1.3705517364725490e-02,3.4126476558511989e-02,-1.5848440553002212e-03
2460919.30000000,-5.8397853734803207e-01,-2.4510959110392139e+00,1.9570314822387799e-01,-1.3704449934368841e-02,3.4130965434006906e-02,-1.5852021913585733e-03
2460919.40000000,-5.8534892873817157e-01,-2.4476825895653471e+00,1.9554461005304299e-01,-1.3703376172113282e-02,3.4135464085116682e-02,-1.5855613166739842e-03
2460919.50000000,-5.8671921243405933e-01,-2.4442688177365910e+00,1.9538603592007159e-01,-1.3702296043648785e-02,3.4139972535568129e-02,-1.5859214346365435e-03
2460919.60000000,-5.8808938779735076e-01,-2.4408545945718219e+00,1.9522742572552904e-01,-1.3701209514469183e-02,3.4144490809133336e-02,-1.5862825486496297e-03
2460919.70000000,-5.8945945418624102e-01,-2.4374399190875371e+00,1.9506877936963954e-01,-1.3700116549876091e-02,3.4149018929608276e-02,-1.5866446621282666e-03
2460919.80000000,-5.9082941094906660e-01,-2.4340247903137615e+00,1.9491009675302429e-01,-1.3699017114983008e-02,3.4153556920791146e-02,-1.5870077784974502e-03
2460919.90000000,-5.9219925744980295e-01,-2.4306092072304231e+00,1.9475137777374449e-01,-1.3697911174693780e-02,3.4158104806566419e-02,-1.5873719011989321e-03
2460920.00000000,-5.9356899302976907e-01,-2.4271931688627735e+00,1.9459262233173341e-01,-1.3696798693732262e-02,3.4162662610777501e-02,-1.5877370336810960e-03
2460920.10000000,-5.9493861703312523e-01,-2.4237766742177747e+00,1.9443383032584002e-01,-1.3695679636620831e-02,3.4167230357310681e-02,-1.5881031794057329e-03
2460920.20000000,-5.9630812880047457e-01,-2.4203597222999997e+00,1.9427500165456649e-01,-1.3694553967684445e-02,3.4171808070073459e-02,-1.5884703418463703e-03
2460920.30000000,-5.9767752766246607e-01,-2.4169423121275448e+00,1.9411613621680701e-01,-1.3693421651054864e-02,3.4176395772972629e-02,-1.5888385244865752e-03
2460920.40000000,-5.9904681296528151e-01,-2.4135244426683684e+00,1.9395723390888706e-01,-1.3692282650648493e-02,3.4180993489999228e-02,-1.5892077308268312e-03
2460920.50000000,-6.0041598403235430e-01,-2.4101061129357753e+00,1.9379829462900111e-01,-1.3691136930196923e-02,3.4185601245099714e-02,-1.5895779643742688e-03
2460920.60000000,-6.0178504018985823e-01,-2.4066873219247573e+00,1.9363931827425254e-01,-1.3689984453224833e-02,3.4190219062260836e-02,-1.5899492286495364e-03
2460920.70000000,-6.0315398076030857e-01,-2.4032680686279106e+00,1.9348030474139208e-01,-1.3688825183054171e-02,3.4194846965487691e-02,-1.5903215271851024e-03
2460920.80000000,-6.0452280505616973e-01,-2.3998483520513512e+00,1.9332125392755728e-01,-1.3687659082808506e-02,3.4199484978781523e-02,-1.5906948635235304e-03
2460920.90000000,-6.0589151240532890e-01,-2.3964281711510198e+00,1.9316216572730865e-01,-1.3686486115390226e-02,3.4204133126225521e-02,-1.5910692412244541e-03
2460921.00000000,-6.0726010211283221e-01,-2.3930075249282239e+00,1.9300304003707239e-01,-1.3685306243512019e-02,3.4208791431854610e-02,-1.5914446638541600e-03
2460921.10000000,-6.0862857348636024e-01,-2.3895864123659432e+00,1.9284387675217673e-01,-1.3684119429674098e-02,3.4213459919741215e-02,-1.5918211349925510e-03
2460921.20000000,-6.0999692582983334e-01,-2.3861648324447460e+00,1.9268467576759135e-01,-1.3682925636168533e-02,3.4218138613972979e-02,-1.5921986582314257e-03
2460921.30000000,-6.1136515843701966e-01,-2.3827427841587299e+00,1.9252543697866767e-01,-1.3681724825083754e-02,3.4222827538630297e-02,-1.5925772371727235e-03
2460921.40000000,-6.1273327061699878e-01,-2.3793202664517734e+00,1.9236616027817158e-01,-1.3680516958281059e-02,3.4227526717873061e-02,-1.5929568754355970e-03
2460921.50000000,-6.1410126165591250e-01,-2.3758972783131478e+00,1.9220684556073120e-01,-1.3679301997427061e-02,3.4232236175808915e-02,-1.5933375766458463e-03
2460921.60000000,-6.1546913084243016e-01,-2.3724738187137779e+00,1.9204749271986996e-01,-1.3678079903970250e-02,3.4236955936579980e-02,-1.5937193444429769e-03
2460921.70000000,-6.1683687746135474e-01,-2.3690498866221716e+00,1.9188810164874667e-01,-1.3676850639145458e-02,3.4241686024340232e-02,-1.5941021824784527e-03
2460921.80000000,-6.1820450078723410e-01,-2.3656254810203694e+00,1.9172867224089690e-01,-1.3675614163978510e-02,3.4246426463232796e-02,-1.5944860944139148e-03
2460921.90000000,-6.1957200010981250e-01,-2.3622006008401537e+00,1.9156920438726205e-01,-1.3674370439262054e-02,3.4251177277477549e-02,-1.5948710839283505e-03
2460922.00000000,-6.2093937469579774e-01,-2.3587752450587285e+00,1.9140969798064242e-01,-1.3673119425588975e-02,3.4255938491237967e-02,-1.5952571547073748e-03
2460922.10000000,-6.2230662381431445e-01,-2.3553494126349315e+00,1.9125015291272660e-01,-1.3671861083328279e-02,3.4260710128708641e-02,-1.5956443104503887e-03
2460922.20000000,-6.2367374673051346e-01,-2.3519231025251828e+00,1.9109056907483282e-01,-1.3670595372629712e-02,3.4265492214092502e-02,-1.5960325548688003e-03
2460922.30000000,-6.2504074269918386e-01,-2.3484963136994392e+00,1.9093094635865088e-01,-1.3669322253428557e-02,3.4270284771577696e-02,-1.5964218916842199e-03
2460922.40000000,-6.2640761099019304e-01,-2.3450690450773619e+00,1.9077128465326751e-01,-1.3668041685420750e-02,3.4275087825426175e-02,-1.5968123246357247e-03
2460922.50000000,-6.2777435085027111e-01,-2.3416412956240618e+00,1.9061158384962532e-01,-1.3666753628097331e-02,3.4279901399839025e-02,-1.5972038574689888e-03
2460922.60000000,-6.2914096152845167e-01,-2.3382130642862728e+00,1.9045184383754815e-01,-1.3665458040719589e-02,3.4284725519044865e-02,-1.5975964939435369e-03
2460922.70000000,-6.3050744226968292e-01,-2.3347843500083014e+00,1.9029206450648348e-01,-1.3664154882323851e-02,3.4289560207276838e-02,-1.5979902378309401e-03
2460922.80000000,-6.3187379230844309e-01,-2.3313551517480047e+00,1.9013224574624515e-01,-1.3662844111726451e-02,3.4294405488749138e-02,-1.5983850929129813e-03
2460922.90000000,-6.3324001089416748e-01,-2.3279254684129067e+00,1.8997238744403555e-01,-1.3661525687498108e-02,3.4299261387746555e-02,-1.5987810629890195e-03
2460923.00000000,-6.3460609725305051e-01,-2.3244952989560130e+00,1.8981248948890914e-01,-1.3660199567999401e-02,3.4304127928488234e-02,-1.5991781518649639e-03
2460923.10000000,-6.3597205061347317e-01,-2.3210646423119354e+00,1.8965255176879520e-01,-1.3658865711355227e-02,3.4309005135217056e-02,-1.5995763633606266e-03
2460923.20000000,-6.3733787019961774e-01,-2.3176334974128645e+00,1.8949257417124013e-01,-1.3657524075459726e-02,3.4313893032176267e-02,-1.5999757013078907e-03
2460923.30000000,-6.3870355522508460e-01,-2.3142018632045458e+00,1.8933255658415193e-01,-1.3656174617981406e-02,3.4318791643585783e-02,-1.6003761695488449e-03
2460923.40000000,-6.4006910491830737e-01,-2.3107697385823602e+00,1.8917249889281804e-01,-1.3654817296336807e-02,3.4323700993732539e-02,-1.6007777719432529e-03
2460923.50000000,-6.4143451848437205e-01,-2.3073371224872021e+00,1.8901240098437505e-01,-1.3653452067727027e-02,3.4328621106832838e-02,-1.6011805123573636e-03
2460923.60000000,-6.4279979513043173e-01,-2.3039040138415650e+00,1.8885226274482708e-01,-1.3652078889111435e-02,3.4333552007122577e-02,-1.6015843946713671e-03
2460923.70000000,-6.4416493405932418e-01,-2.3004704115655188e+00,1.8869208405978971e-01,-1.3650697717212770e-02,3.4338493718833636e-02,-1.6019894227775335e-03
2460923.80000000,-6.4552993446319118e-01,-2.2970363145927006e+00,1.8853186481523471e-01,-1.3649308508522430e-02,3.4343446266169746e-02,-1.6023956005783186e-03
2460923.90000000,-6.4689479554887996e-01,-2.2936017218063540e+00,1.8837160489450452e-01,-1.3647911219273386e-02,3.4348409673397980e-02,-1.6028029319939334e-03
2460924.00000000,-6.4825951649978086e-01,-2.2901666321352709e+00,1.8821130418278756e-01,-1.3646505805477794e-02,3.4353383964709334e-02,-1.6032114209509941e-03
2460924.10000000,-6.4962409650122943e-01,-2.2867310444898323e+00,1.8805096256413278e-01,-1.3645092222899963e-02,3.4358369164310058e-02,-1.6036210713900815e-03
2460924.20000000,-6.5098853473412577e-01,-2.2832949577779988e+00,1.8789057992219435e-01,-1.3643670427061610e-02,3.4363365296397552e-02,-1.6040318872638471e-03
2460924.30000000,-6.5235283036855662e-01,-2.2798583709213172e+00,1.8773015614097785e-01,-1.3642240373247337e-02,3.4368372385136139e-02,-1.6044438725350905e-03
2460924.40000000,-6.5371698258918365e-01,-2.2764212827909045e+00,1.8756969110185051e-01,-1.3640802016476760e-02,3.4373390454749304e-02,-1.6048570311844317e-03
2460924.50000000,-6.5508099055709990e-01,-2.2729836923034696e+00,1.8740918468802234e-01,-1.3639355311543240e-02,3.4378419529378791e-02,-1.6052713671987984e-03
2460924.60000000,-6.5644485343521808e-01,-2.2695455983573032e+00,1.8724863678155682e-01,-1.3637900212986099e-02,3.4383459633176884e-02,-1.6056868845790862e-03
2460924.70000000,-6.5780857038189255e-01,-2.2661069998482812e+00,1.8708804726411682e-01,-1.3636436675096038e-02,3.4388510790281955e-02,-1.6061035873382366e-03
2460924.80000000,-6.5917214054454465e-01,-2.2626678956858814e+00,1.8692741601771146e-01,-1.3634964651920791e-02,3.4393573024793914e-02,-1.6065214794992813e-03
2460924.90000000,-6.6053556308503614e-01,-2.2592282847291267e+00,1.8676674292170259e-01,-1.3633484097236458e-02,3.4398646360867424e-02,-1.6069405651031230e-03
2460925.00000000,-6.6189883714154574e-01,-2.2557881658826724e+00,1.8660602785729166e-01,-1.3631994964587411e-02,3.4403730822569402e-02,-1.6073608481968512e-03
2460925.10000000,-6.6326196185394337e-01,-2.2523475380327511e+00,1.8644527070452666e-01,-1.3630497207257701e-02,3.4408826433972181e-02,-1.6077823328415090e-03
2460925.20000000,-6.6462493635741449e-01,-2.2489064000631904e+00,1.8628447134304910e-01,-1.3628990778276655e-02,3.4413933219128841e-02,-1.6082050231101415e-03
2460925.30000000,-6.6598775977608882e-01,-2.2454647508714412e+00,1.8612362965284135e-01,-1.3627475630424735e-02,3.4419051202048224e-02,-1.6086289230858068e-03
2460925.40000000,-6.6735043124839910e-01,-2.2420225893044705e+00,1.8596274551122990e-01,-1.3625951716204043e-02,3.4424180406789240e-02,-1.6090540368694629e-03
2460925.50000000,-6.6871294988897723e-01,-2.2385799142549243e+00,1.8580181879737764e-01,-1.3624418987879423e-02,3.4429320857316592e-02,-1.6094803685681146e-03
2460925.60000000,-6.7007531481401506e-01,-2.2351367245970248e+00,1.8564084938928707e-01,-1.3622877397449046e-02,3.4434472577595035e-02,-1.6099079223026854e-03
2460925.70000000,-6.7143752513489141e-01,-2.2316930192026008e+00,1.8547983716454811e-01,-1.3621326896650215e-02,3.4439635591564301e-02,-1.6103367022060350e-03
2460925.80000000,-6.7279957995180273e-01,-2.2282487969571267e+00,1.8531878200108676e-01,-1.3619767436965399e-02,3.4444809923113801e-02,-1.6107667124209365e-03
2460925.90000000,-6.7416147837910767e-01,-2.2248040566955707e+00,1.8515768377416406e-01,-1.3618198969591920e-02,3.4449995596177854e-02,-1.6111979571080746e-03
2460926.00000000,-6.7552321950724481e-01,-2.2213587972986266e+00,1.8499654236087446e-01,-1.3616621445484270e-02,3.4455192634589904e-02,-1.6116304404340137e-03
2460926.10000000,-6.7688480242807703e-01,-2.2179130176285691e+00,1.8483535763714520e-01,-1.3615034815323862e-02,3.4460401062177570e-02,-1.6120641665791835e-03
2460926.20000000,-6.7824622622852182e-01,-2.2144667165452900e+00,1.8467412947848483e-01,-1.3613439029525037e-02,3.4465620902737366e-02,-1.6124991397358590e-03
2460926.30000000,-6.7960748998418663e-01,-2.2110198929223568e+00,1.8451285776073317e-01,-1.3611834038241302e-02,3.4470852180009011e-02,-1.6129353641061064e-03
2460926.40000000,-6.8096859278469579e-01,-2.2075725455828064e+00,1.8435154235705598e-01,-1.3610219791334158e-02,3.4476094917771621e-02,-1.6133728439098919e-03
2460926.50000000,-6.8232953369563099e-01,-2.2041246733954551e+00,1.8419018314244973e-01,-1.3608596238416669e-02,3.4481349139696305e-02,-1.6138115833728716e-03
2460926.60000000,-6.8369031178386019e-01,-2.2006762752107050e+00,1.8402877999073655e-01,-1.3606963328822382e-02,3.4486614869442149e-02,-1.6142515867344880e-03
2460926.70000000,-6.8505092611117102e-01,-2.1972273498765937e+00,1.8386733277531417e-01,-1.3605321011611517e-02,3.4491892130630634e-02,-1.6146928582459140e-03
2460926.80000000,-6.8641137572790856e-01,-2.1937778962548604e+00,1.8370584136990667e-01,-1.3603669235577431e-02,3.4497180946819563e-02,-1.6151354021679679e-03
2460926.90000000,-6.8777165969828780e-01,-2.1903279131566995e+00,1.8354430564555513e-01,-1.3602007949214547e-02,3.4502481341600250e-02,-1.6155792227793312e-03
2460927.00000000,-6.8913177706235484e-01,-2.1868773994391399e+00,1.8338272547512854e-01,-1.3600337100763252e-02,3.4507793338448417e-02,-1.6160243243641590e-03
2460927.10000000,-6.9049172686130089e-01,-2.1834263539408028e+00,1.8322110073031475e-01,-1.3598656638177917e-02,3.4513116960821245e-02,-1.6164707112202863e-03
2460927.20000000,-6.9185150813109886e-01,-2.1799747754979628e+00,1.8305943128237123e-01,-1.3596966509133312e-02,3.4518452232131291e-02,-1.6169183876571418e-03
2460927.30000000,-6.9321111989614381e-01,-2.1765226629606360e+00,1.8289771700287707e-01,-1.3595266661031285e-02,3.4523799175720168e-02,-1.6173673579936215e-03
2460927.40000000,-6.9457056119454974e-01,-2.1730700151282751e+00,1.8273595776071949e-01,-1.3593557040967789e-02,3.4529157814956760e-02,-1.6178176265664260e-03
2460927.50000000,-6.9592983104013317e-01,-2.1696168308462274e+00,1.8257415342661096e-01,-1.3591837595779126e-02,3.4534528173086297e-02,-1.6182691977174824e-03
2460927.60000000,-6.9728892844771162e-01,-2.1661631089414408e+00,1.8241230387007593e-01,-1.3590108272009066e-02,3.4539910273328478e-02,-1.6187220758022661e-03
2460927.70000000,-6.9864785242674177e-01,-2.1627088482385464e+00,1.8225040896020275e-01,-1.3588369015915473e-02,3.4545304138850992e-02,-1.6191762651876786e-03
2460927.80000000,-7.0000660197496534e-01,-2.1592540475759492e+00,1.8208846856639677e-01,-1.3586619773477226e-02,3.4550709792742884e-02,-1.6196317702498833e-03
2460927.90000000,-7.0136517610368831e-01,-2.1557987057414802e+00,1.8192648255536248e-01,-1.3584860490360324e-02,3.4556127258113717e-02,-1.6200885953827618e-03
2460928.00000000,-7.0272357379978800e-01,-2.1523428215689293e+00,1.8176445079562706e-01,-1.3583091111965496e-02,3.4561556557940958e-02,-1.6205467449851437e-03
2460928.10000000,-7.0408179405099380e-01,-2.1488863938737048e+00,1.8160237315452307e-01,-1.3581311583394404e-02,3.4566997715169044e-02,-1.6210062234692469e-03
2460928.20000000,-7.0543983583953129e-01,-2.1454294214689207e+00,1.8144024949894125e-01,-1.3579521849456516e-02,3.4572450752682643e-02,-1.6214670352585152e-03
2460928.30000000,-7.0679769813576898e-01,-2.1419719031815090e+00,1.8127807969608473e-01,-1.3577721854676240e-02,3.4577915693279566e-02,-1.6219291847854214e-03
2460928.40000000,-7.0815537992348199e-01,-2.1385138377878188e+00,1.8111586361044699e-01,-1.3575911543258099e-02,3.4583392559770929e-02,-1.6223926765000364e-03
2460928.50000000,-7.0951288016188208e-01,-2.1350552241102281e+00,1.8095360110834177e-01,-1.3574090859135747e-02,3.4588881374826859e-02,-1.6228575148570707e-03
2460928.60000000,-7.1087019781088279e-01,-2.1315960609527465e+00,1.8079129205488154e-01,-1.3572259745937249e-02,3.4594382161076541e-02,-1.6233237043244285e-03
2460928.70000000,-7.1222733182474574e-01,-2.1281363471171275e+00,1.8062893631473143e-01,-1.3570418146992181e-02,3.4599894941081025e-02,-1.6237912493810118e-03
2460928.80000000,-7.1358428114573158e-01,-2.1246760814189845e+00,1.8046653375286437e-01,-1.3568566005339011e-02,3.4605419737305902e-02,-1.6242601545144813e-03
2460928.90000000,-7.1494104472934539e-01,-2.1212152626233456e+00,1.8030408423153510e-01,-1.3566703263689304e-02,3.4610956572222386e-02,-1.6247304242299463e-03
2460929.00000000,-7.1629762150639276e-01,-2.1177538895413375e+00,1.8014158761481625e-01,-1.3564829864478219e-02,3.4616505468151267e-02,-1.6252020630368102e-03
2460929.10000000,-7.1765401040822629e-01,-2.1142919609657440e+00,1.7997904376557272e-01,-1.3562945749828798e-02,3.4622066447364000e-02,-1.6256750754574444e-03
2460929.20000000,-7.1901021036039570e-01,-2.1108294756871264e+00,1.7981645254621648e-01,-1.3561050861559327e-02,3.4627639532055117e-02,-1.6261494660249514e-03
2460929.30000000,-7.2036622027630293e-01,-2.1073664325099593e+00,1.7965381381946322e-01,-1.3559145141190972e-02,3.4633224744314468e-02,-1.6266252392808894e-03
2460929.40000000,-7.2172203908242905e-01,-2.1039028301881273e+00,1.7949112744530149e-01,-1.3557228529910996e-02,3.4638822106229442e-02,-1.6271023997840805e-03
2460929.50000000,-7.2307766568041609e-01,-2.1004386675216939e+00,1.7932839328553593e-01,-1.3555300968624760e-02,3.4644431639727018e-02,-1.6275809520972587e-03
2460929.60000000,-7.2443309897229546e-01,-2.0969739432924075e+00,1.7916561120075683e-01,-1.3553362397919018e-02,3.4650053366675891e-02,-1.6280609007958630e-03
2460929.70000000,-7.2578833785414154e-01,-2.0935086562798322e+00,1.7900278105109649e-01,-1.3551412758069550e-02,3.4655687308858589e-02,-1.6285422504657607e-03
2460929.80000000,-7.2714338120973143e-01,-2.0900428052775002e+00,1.7883990269698655e-01,-1.3549451989049058e-02,3.4661333487943237e-02,-1.6290250057009327e-03
2460929.90000000,-7.2849822793575170e-01,-2.0865763890283593e+00,1.7867697599612312e-01,-1.3547480030489362e-02,3.4666991925586782e-02,-1.6295091711124037e-03
2460930.00000000,-7.2985287690390854e-01,-2.0831094063216171e+00,1.7851400080801638e-01,-1.3545496821734960e-02,3.4672662643275336e-02,-1.6299947513146867e-03
2460930.10000000,-7.3120732698613611e-01,-2.0796418559281982e+00,1.7835097699095601e-01,-1.3543502301805314e-02,3.4678345662427244e-02,-1.6304817509346986e-03
2460930.20000000,-7.3256157704825453e-01,-2.0761737366168891e+00,1.7818790440276841e-01,-1.3541496409402736e-02,3.4684041004364861e-02,-1.6309701746094430e-03
2460930.30000000,-7.3391562594363335e-01,-2.0727050471705013e+00,1.7802478290157561e-01,-1.3539479082920582e-02,3.4689748690285849e-02,-1.6314600269836535e-03
2460930.40000000,-7.3526947253838049e-01,-2.0692357863212743e+00,1.7786161234275541e-01,-1.3537450260404413e-02,3.4695468741367516e-02,-1.6319513127188482e-03
2460930.50000000,-7.3662311567347738e-01,-2.0657659528477925e+00,1.7769839258349823e-01,-1.3535409879607121e-02,3.4701201178605257e-02,-1.6324440364795681e-03
2460930.60000000,-7.3797655418996966e-01,-2.0622955455103940e+00,1.7753512347976774e-01,-1.3533357877950208e-02,3.4706946022916733e-02,-1.6329382029424148e-03
2460930.70000000,-7.3932978692262863e-01,-2.0588245630673296e+00,1.7737180488705953e-01,-1.3531294192531953e-02,3.4712703295113154e-02,-1.6334338167936929e-03
2460930.80000000,-7.4068281269362013e-01,-2.0553530042909416e+00,1.7720843666116085e-01,-1.3529218760135880e-02,3.4718473015870235e-02,-1.6339308827270102e-03
2460930.90000000,-7.4203563033767095e-01,-2.0518808679030101e+00,1.7704501865510650e-01,-1.3527131517190850e-02,3.4724255205833589e-02,-1.6344294054524585e-03
2460931.00000000,-7.4338823866423498e-01,-2.0484081526717555e+00,1.7688155072374259e-01,-1.3525032399827872e-02,3.4730049885455257e-02,-1.6349293896826401e-03
2460931.10000000,-7.4474063648266331e-01,-2.0449348573471933e+00,1.7671803272068243e-01,-1.3522921343840276e-02,3.4735857075098964e-02,-1.6354308401418331e-03
2460931.20000000,-7.4609282259586918e-01,-2.0414609806773081e+00,1.7655446449906653e-01,-1.3520798284692203e-02,3.4741676795010987e-02,-1.6359337615635882e-03
2460931.30000000,-7.4744479579400069e-01,-2.0379865214242456e+00,1.7639084591232360e-01,-1.3518663157527354e-02,3.4747509065290699e-02,-1.6364381586882872e-03
2460931.40000000,-7.4879655487958929e-01,-2.0345114782996077e+00,1.7622717681112177e-01,-1.3516515897128028e-02,3.4753353905996986e-02,-1.6369440362724497e-03
2460931.50000000,-7.5014809862974274e-01,-2.0310358500615364e+00,1.7606345704793924e-01,-1.3514356437973576e-02,3.4759211336982967e-02,-1.6374513990745473e-03
2460931.60000000,-7.5149942582129492e-01,-2.0275596354500149e+00,1.7589968647401569e-01,-1.3512184714199542e-02,3.4765081378002202e-02,-1.6379602518642917e-03
2460931.70000000,-7.5285053522447665e-01,-2.0240828332030589e+00,1.7573586494011353e-01,-1.3510000659606416e-02,3.4770964048679229e-02,-1.6384705994201935e-03
2460931.80000000,-7.5420142559659209e-01,-2.0206054420729198e+00,1.7557199229728007e-01,-1.3507804207668733e-02,3.4776859368479657e-02,-1.6389824465270696e-03
2460931.90000000,-7.5555209570714577e-01,-2.0171274607613285e+00,1.7540806839379403e-01,-1.3505595291492973e-02,3.4782767356817595e-02,-1.6394957979854840e-03
2460932.00000000,-7.5690254430006654e-01,-2.0136488880166623e+00,1.7524409307974337e-01,-1.3503373843877779e-02,3.4788688032888530e-02,-1.6400106585973402e-03
2460932.10000000,-7.5825277011883507e-01,-2.0101697225691932e+00,1.7508006620397215e-01,-1.3501139797271964e-02,3.4794621415776571e-02,-1.6405270331753001e-03
2460932.20000000,-7.5960277190016090e-01,-2.0066899631472896e+00,1.7491598761484281e-01,-1.3498893083783612e-02,3.4800567524424578e-02,-1.6410449265402941e-03
2460932.30000000,-7.6095254836766213e-01,-2.0032096084936444e+00,1.7475185716099961e-01,-1.3496633635189487e-02,3.4806526377603800e-02,-1.6415643435189879e-03
2460932.40000000,-7.6230209825697193e-01,-1.9997286573004531e+00,1.7458767468831066e-01,-1.3494361382891801e-02,3.4812497994022369e-02,-1.6420852889533495e-03
2460932.50000000,-7.6365142027799171e-01,-1.9962471083066742e+00,1.7442344004445248e-01,-1.3492076257980223e-02,3.4818482392156298e-02,-1.6426077676860206e-03
2460932.60000000,-7.6500051313999962e-01,-1.9927649602332169e+00,1.7425915307585277e-01,-1.3489778191188769e-02,3.4824479590357733e-02,-1.6431317845698660e-03
